title,description,requirements,required_education,location
2154,2765,7289,1,1807
2154,2766,7289,13,1954
6284,4889,8318,13,7
4707,4881,8544,13,7
10595,4885,11968,13,83
9788,12441,388,5,958
15,12734,7840,5,958
11173,8724,7841,5,958
770,12410,7888,5,958
6056,65,11968,13,3105
3893,1939,3995,13,1564
9129,3050,2788,1,2834
2258,5755,2338,4,2853
8880,6285,11968,13,1703
10395,6429,106,13,1807
3690,4331,1946,4,1487
6507,5394,11968,13,21
7576,12585,6409,13,1148
3306,6434,1655,13,1759
5356,12422,4078,13,813
2109,12566,10027,13,1148
63,6247,7958,13,2611
9014,6005,5075,13,462
9130,8122,8465,13,728
8284,1203,2738,13,202
2092,11588,9491,13,813
8450,5617,7752,1,290
6090,12634,7567,4,2013
8514,13970,8206,5,1164
10397,6432,1657,4,1787
10964,1202,2736,13,3105
10374,6430,1659,13,1763
2258,8614,10771,4,2010
5080,6841,10045,13,1148
2258,5340,2346,4,1899
3837,3858,2789,13,539
7596,5596,1138,13,1148
11173,14358,11525,13,625
587,14357,11524,13,625
944,1283,11968,13,2670
10169,730,1137,13,1148
5552,3535,3884,13,1356
10901,12565,2521,1,1148
10395,7037,106,4,1750
4756,14695,11757,13,1141
8494,3583,6281,13,1249
2258,5755,2338,4,2304
3464,8365,4724,13,1198
2258,5755,2338,4,1807
6090,12634,7567,4,3037
10195,2064,3578,13,1564
6030,12514,3985,13,1564
2308,12841,8780,13,1564
8560,6571,2930,13,813
9461,14356,1438,9,625
9673,14195,11968,13,1215
9444,128,4137,13,772
10836,2464,7144,13,1249
2194,3428,1125,4,1813
9327,4891,8309,13,1
8491,5170,2529,9,1763
203,13278,11968,13,1849
10971,8350,9142,13,1356
33,8614,10771,4,3037
2780,12473,4874,1,2580
10921,10928,9703,13,625
47,7570,11968,4,1405
8514,14101,2340,4,1807
2270,5744,6896,13,2843
7576,8347,9095,13,1356
1062,10477,8952,13,1356
2271,3269,7895,13,2013
7596,8352,9096,13,1356
3655,13686,431,1,491
2559,11893,2314,1,625
3344,6905,4713,13,109
10397,7015,10595,9,1769
6340,12240,11630,13,600
8595,2999,6260,13,451
2271,3269,7894,13,2614
2271,3269,7895,13,3037
4333,14764,2899,1,1092
2273,3817,6538,13,2010
2273,3817,6538,13,2611
375,4076,1484,0,3052
9495,13163,3844,13,1564
9454,8126,7875,13,633
8916,4880,8308,13,1172
2338,14369,6049,13,1136
10596,4906,8323,13,0
4328,8610,11589,1,1564
10598,4882,8544,13,0
10374,6444,1645,4,1359
4135,12693,10336,13,813
4229,6585,4440,1,1167
10374,7036,812,13,1366
3213,12692,10335,13,813
10239,8030,6970,13,530
5610,4888,8319,13,6
7751,4890,8320,13,4
2258,4739,2339,4,1750
6894,6006,1792,1,462
10601,4893,11968,13,1174
10593,4886,11968,13,83
3201,12682,10334,1,813
8066,13785,3503,13,456
4730,7152,4541,4,2692
9229,5299,11968,13,3105
3344,12305,7114,13,1437
1938,8503,7693,5,958
8833,5146,1626,13,1164
7253,860,2040,13,813
5167,9634,4675,1,296
3306,6445,1658,4,1763
3306,6434,1654,13,1763
8145,8882,11968,13,1485
2353,7288,2342,4,2535
2174,3499,4660,13,2013
9816,12075,6568,1,1663
3697,9048,10277,13,2843
4880,5901,4378,4,3052
7715,14513,38,1,2326
2258,7150,4726,4,2692
7019,11447,7056,13,2611
2258,5755,2338,4,2734
8530,3266,11528,4,2692
7750,5706,4658,10,1103
9472,9267,11968,13,1787
2318,1949,906,1,1564
4871,5557,11968,4,3011
3280,7151,4748,9,2692
5198,9267,11968,13,1787
9542,9267,11968,13,1787
8120,8882,11968,13,1485
8157,8882,11968,13,1485
8115,8882,11968,13,1485
8117,8882,11968,13,1485
8116,8882,11968,13,1485
8118,8882,11968,13,1485
10921,12095,2542,9,813
7887,8549,11968,1,3105
450,762,11968,13,1703
6081,13002,7576,4,3037
5187,9626,7943,13,1679
1621,12920,962,13,1249
3128,3048,3364,1,2539
3813,10927,9702,13,600
2239,11667,10772,13,2010
5168,7402,4672,1,1763
2271,3269,7895,13,2843
2270,5744,6896,4,2614
661,12991,6920,13,2614
6058,2627,6857,1,1383
34,5819,7895,4,2611
2271,3269,7895,13,2010
10849,9140,3354,9,2930
2273,3817,6538,13,2614
310,9745,7681,0,1123
6724,10669,6931,0,1123
2258,10084,6881,0,1123
3697,9048,10277,13,2013
5863,14193,11968,13,1214
4236,14775,11894,1,1141
5188,14056,851,1,2336
1095,5300,2606,13,1167
128,7206,1812,13,1136
93,10380,4459,1,2324
7244,7123,9851,13,2205
10374,7075,812,4,1650
5511,11703,4736,13,2205
2928,7070,1768,9,1972
7642,9058,32,13,3037
3043,3629,980,13,1899
31,6246,4660,13,2611
9172,4681,8921,13,776
2102,13526,11809,13,813
9403,523,11220,13,1401
8895,2138,2872,1,625
7790,14450,6302,13,2312
7355,8729,476,1,2324
7783,8745,1972,1,2066
2923,8270,5702,13,2319
9541,9267,11968,13,1248
8800,1264,8251,13,1742
6316,2561,3994,13,1564
8453,12029,4405,13,3037
9310,998,4536,13,51
1612,14212,11968,13,1214
5905,1263,1948,13,1742
3305,6440,1651,13,1763
2593,2137,11587,1,625
6043,1204,2737,13,202
3245,4090,7545,4,2325
10839,4730,11968,13,625
2146,3257,6908,4,2013
5543,3534,9038,1,1356
8119,8882,11968,13,1485
6104,6247,7958,13,2843
9125,9844,1066,1,1084
2240,6245,10664,13,2611
172,3497,5905,13,3037
11089,8637,5041,1,1103
8393,12966,6487,4,2325
1655,13874,8927,1,1807
2312,3435,6047,13,1095
33,8614,10771,4,2325
2258,8614,10771,4,2611
3304,6431,1659,13,1669
2258,8614,10771,4,2614
61,12634,7567,4,2614
80,12966,6487,4,3037
80,12966,6487,4,2019
172,3497,5905,13,2325
8393,12966,6487,4,2010
61,12634,7567,4,2010
6894,7391,8104,1,1807
8393,12966,6487,4,2614
60,3939,4730,13,2013
115,3924,7602,13,2325
30,3257,6908,4,2614
1656,13875,7993,1,1807
30,3257,6908,4,3037
2145,3257,6908,4,2611
2239,11667,10772,13,2614
6084,3939,4730,13,3037
6084,3939,4730,13,2652
6782,8160,8918,13,2830
3245,4090,7545,4,2611
2239,11667,10772,13,2843
7642,9058,1362,13,2843
8453,12029,4405,13,2652
2273,3817,10089,13,2611
1632,7492,7802,13,2843
116,3924,7602,4,2611
1632,7493,7802,13,2611
2034,2526,3199,13,2611
2175,3499,4660,13,3037
2174,3499,4660,13,2325
4515,6252,4656,13,2843
2239,11667,10772,13,2325
6081,13002,7576,4,2010
3245,4090,7545,4,2013
2146,3257,6908,4,2010
2240,6245,10663,13,2013
3306,6441,1650,4,2614
2270,5744,6896,13,2325
6081,13002,7576,4,2614
6104,6247,7958,13,2013
2240,6245,10662,13,2325
4515,6252,4656,13,2010
2240,6245,10663,13,2843
6081,13002,7576,4,2611
6247,14366,3454,13,625
6081,13002,7576,4,2013
660,5827,11968,13,3037
3699,9048,10277,13,2614
4428,6251,7421,13,2010
660,5827,11968,13,2611
4515,6252,4656,13,2013
2240,6245,10663,13,2614
1632,7492,7802,13,2010
660,5827,11968,13,2325
44,9048,10278,13,2611
4515,6252,4656,13,2614
1632,7492,7802,13,3037
1632,7492,7802,13,2013
1632,7492,7802,13,2614
8567,6250,9483,13,3037
2892,3646,8365,1,1807
8567,6250,9483,13,2013
2192,698,11968,13,1807
8567,6250,9483,13,2010
2273,3817,6538,13,2013
2174,3499,4660,13,2843
1839,4408,4022,13,1140
2174,3493,4660,13,2010
662,13318,6773,13,2013
4428,6251,7421,13,3037
4428,6251,7421,13,3037
7642,9058,32,13,2325
41,1743,2962,1,174
2174,3498,4660,13,2614
9543,9267,11968,13,1787
8559,11954,10694,4,2692
6595,10247,6968,1,1493
7241,3652,9551,13,109
9670,13429,10933,13,1214
8453,12029,4405,13,2010
3245,4090,7545,4,3037
2184,3693,4727,4,1799
2416,6025,7427,13,1249
1747,5435,2511,2,1249
3107,5434,2510,2,2659
3793,1073,8675,1,884
9036,1573,2612,5,1083
8453,12029,4405,13,2013
6084,3939,4730,13,2611
3306,6434,1655,13,1763
32,11667,10772,13,3060
10372,6425,108,4,1366
2192,698,11968,13,1807
2239,11667,10772,4,2611
2239,11667,10772,13,3037
5197,9267,11968,13,1787
2994,8314,6965,1,1638
8453,12029,4405,13,2611
10397,14490,1648,9,1763
9310,9137,86,9,51
81,12029,4405,13,2917
2258,8614,10771,4,2013
9466,9262,3818,1,1592
9133,9107,3818,1,1592
10345,9723,3823,1,1592
2194,3428,1125,4,1807
3047,7488,11968,13,1944
5195,9267,11968,13,1787
5168,7402,4672,1,1807
3306,6442,1651,4,1650
10397,6443,1647,4,1750
8566,6250,9483,13,2614
4241,6249,6482,13,2325
3306,6431,1659,13,1787
6090,12634,7567,4,2611
10374,507,1646,4,2325
10921,5078,11177,13,2875
6090,12634,7567,4,2325
6436,8113,9782,13,1564
10370,6438,1656,13,2259
272,11120,10594,4,2325
272,7040,105,4,2614
272,7038,105,4,1345
3304,6434,1655,13,1750
3304,7014,10595,9,1664
3304,6434,1655,13,1750
4655,6182,10004,1,2853
300,7038,107,4,1345
3309,9064,10597,9,1763
10376,6435,104,4,2304
10364,6836,11968,1,2409
4133,2465,11968,13,2853
64,8111,11560,13,2687
4888,4479,5891,1,1776
5231,11404,8152,13,2304
10397,7015,10595,9,1787
10371,11119,10593,4,1750
3306,6431,1659,13,1669
10397,7015,10595,9,1759
4894,4477,8348,7,1730
9150,12569,2797,9,2834
3304,7016,10595,9,1669
4354,964,11823,13,1564
3129,11402,11694,13,2734
6779,11403,311,13,2094
1087,52,11968,1,2304
2365,6555,11968,13,2051
9188,8124,7846,13,1564
5137,1347,8593,1,265
10371,11116,10593,4,1345
7139,8022,6836,13,2853
8344,1702,11229,9,1232
8590,6027,1130,13,2539
9351,12054,11473,13,2465
9388,12055,3893,13,2465
9389,12056,8527,13,2465
9298,13064,7766,1,2853
11008,14738,11768,9,813
272,11117,11719,4,1763
8335,1410,3067,1,2391
4148,14129,11016,9,2595
6729,13783,44,9,544
4042,3001,6259,13,296
2328,12511,60,13,1148
5331,12376,54,13,801
7547,8351,9094,1,1356
9129,1990,1232,13,1564
5271,11115,10542,13,1763
7596,8117,7649,13,1564
9988,11705,11591,1,1807
3306,6434,1655,13,1740
10371,11118,10593,4,1763
10396,6433,1647,4,2325
4654,6181,10004,1,2834
3303,3335,11508,13,1787
8577,5343,9784,13,872
5093,6546,9338,13,1263
6787,8020,1507,13,2853
10889,8132,4661,13,1249
7143,8021,8299,13,2716
10374,7035,812,4,1789
2620,8092,8342,13,2716
10376,6439,1656,13,2325
9729,8026,6127,9,2716
10374,7076,1649,4,1807
10371,11116,10593,4,1750
10374,7017,10596,9,1763
3306,6434,1655,13,1785
10395,7038,105,4,1763
3306,6431,1659,13,1763
10394,7074,1649,4,1345
10373,7075,7590,13,1345
9861,11970,11968,13,813
10371,11118,10593,4,1669
3306,6434,1652,4,1759
10375,6436,1659,13,2969
10374,7017,10596,9,1750
10371,11118,10594,4,1787
10665,10596,3506,13,174
3837,619,7936,9,296
2344,3730,11968,13,290
9568,14203,592,9,788
2199,9996,7717,4,1510
5140,10671,11968,13,3105
3705,3454,6552,4,1458
5477,6532,11968,13,2535
5292,7529,11968,13,813
10356,9086,11968,13,1475
9820,13037,992,9,1651
241,4389,11748,1,1560
1335,2770,8667,1,813
3779,12518,1623,1,891
9076,8544,9504,1,625
1813,6229,6277,4,3007
4331,1287,11968,13,3105
4427,145,10676,13,1859
8297,11663,496,4,740
8807,7983,1833,9,1249
6005,1849,1921,1,1560
5743,3084,6196,13,3041
8216,9129,7889,13,2529
9524,14362,10118,13,2051
10175,11405,3710,13,2251
8544,14165,11968,13,1079
1096,1521,11968,13,3105
2312,11794,9365,13,216
10452,757,11883,13,1518
6826,7621,5543,1,1564
5169,3984,11015,1,1072
2312,2909,1157,13,2469
3032,13947,8100,9,2641
4102,2920,4897,13,49
3127,3049,2069,1,2539
723,13708,9439,1,2944
3345,1391,11968,1,1564
1080,14021,11083,13,94
262,73,2091,13,1449
4983,2292,3482,1,600
2250,12997,11968,4,2255
3796,13920,1296,13,216
7598,5887,11968,13,1864
1855,8220,1060,1,1923
4357,6307,993,13,216
2241,6245,10663,13,3037
1814,3364,10931,4,545
5938,283,11968,13,1899
8454,3317,11968,13,166
1119,3436,7054,13,1526
2199,9957,5407,4,2510
6202,10985,3810,13,426
8829,14442,2781,1,616
5385,8110,7740,1,473
3317,1325,3110,1,1453
8033,1148,7543,1,625
6572,7132,5876,4,1487
8318,3161,11903,1,1564
8514,12086,10169,13,1209
5596,13503,1161,1,891
1359,2611,56,13,776
7847,2218,11968,9,2834
10238,11633,7081,13,1564
1595,4517,7120,1,1216
7596,7635,6186,13,138
4688,1745,9822,0,1583
1854,8804,9378,1,1807
4594,5335,11968,13,3105
9977,2602,8483,13,830
2209,10028,5404,4,2934
363,3078,11968,13,600
10003,11735,2397,9,511
6108,6722,10265,13,216
9291,6685,568,1,216
517,5275,11963,4,2889
1130,2324,2979,1,1899
3779,75,5971,1,625
310,5160,11968,13,973
10397,7015,10595,9,1763
5773,7847,9833,4,372
10262,4128,2192,9,216
9081,2033,10536,1,646
5469,2330,11968,13,2945
10831,4829,506,4,757
2262,3787,11968,13,2424
8522,1632,7765,9,1650
3498,6317,4773,13,1249
10388,703,11968,13,2535
3016,0,4110,13,646
10869,838,11968,13,2811
7919,3370,9218,6,467
7573,8304,2365,13,2304
5219,13765,10851,1,367
6840,2007,9786,13,1922
6291,12433,1153,13,813
2382,4758,496,4,502
9647,10366,8097,1,1415
2662,3594,5252,13,801
1020,14155,5455,4,2061
2208,9986,5404,4,2535
5963,12990,10867,13,3105
4426,4777,496,4,588
9983,3073,3583,9,600
3181,2336,4066,9,291
8282,2236,10637,13,807
2512,6554,11968,13,2051
3074,4384,6393,13,1058
864,6377,11968,13,2168
451,11357,9452,4,1486
5649,718,1345,13,3105
9245,10501,4009,1,813
6987,7768,242,13,2832
10731,10604,9137,13,1703
9419,10851,11968,13,296
9777,2932,5835,1,2687
5167,7396,7195,1,1703
9622,9284,350,13,1516
4068,1166,11968,13,891
175,9253,9865,13,776
9042,13237,11371,1,290
10509,5532,2173,1,2535
985,4762,496,4,452
3983,9828,9998,13,2535
2812,9323,7763,5,625
10553,1404,7078,13,1564
6355,12335,2623,1,2482
6773,5998,5577,13,2730
8457,1335,5955,13,296
512,1272,6928,13,174
5064,10939,2087,1,772
8514,13717,9437,9,2944
3204,7918,9893,1,2875
10058,12663,5529,9,625
7822,12308,6662,1,1612
158,9252,9864,13,776
10346,12964,10030,1,1072
6957,11073,4190,4,389
11084,14409,3953,6,1249
4121,165,11968,13,788
9997,5383,2387,4,2687
5095,12133,1556,13,625
4573,6107,3151,13,3105
1404,9235,4862,13,513
8732,13633,3621,13,927
5353,12546,575,1,216
4726,14537,11968,13,891
536,5813,7829,4,2819
1388,2712,11132,13,448
4728,1601,11168,1,636
8218,5858,8148,1,2666
1981,216,11968,13,2270
533,5826,7871,4,2954
4019,5839,2583,1,1899
7028,13669,10042,13,761
3197,11175,2355,13,1754
9020,3726,8635,13,606
4164,4443,8684,13,367
2790,8083,9446,5,2822
2081,7071,11968,13,296
7450,9322,11968,13,625
10867,7382,5134,13,2693
10271,12476,11968,13,908
9130,2093,11968,13,813
8712,10936,3091,1,2853
10166,5842,11968,9,296
10806,4809,496,4,757
4281,5950,6883,13,2246
2380,11657,516,4,337
7008,7948,3677,4,2139
9111,10773,1844,1,813
6773,10930,5776,1,2730
10856,7715,5169,9,469
5943,446,11968,13,1487
7083,2491,4222,13,2079
5302,1378,4037,9,1060
6043,10834,9359,13,625
285,9584,3153,1,1644
3763,7293,11688,13,1464
6122,1198,1444,1,625
27,9871,11596,13,2734
9589,7395,5574,1,1992
3883,11691,2386,13,2687
5526,653,8476,13,625
8441,8999,4934,4,1027
3029,12368,6163,4,1564
3486,6314,11968,13,33
1937,660,11968,13,3075
8747,4696,7591,13,2310
677,6058,8398,9,929
1544,9689,7868,5,1482
1142,6703,680,9,539
3265,4711,11968,4,1750
1937,10907,7435,1,832
9661,12231,11968,13,733
10042,12689,9306,1,1083
7720,2504,3826,13,1396
9877,3549,11968,1,2985
8906,9672,770,13,1564
5859,4082,11968,9,2535
3770,9302,11303,13,915
4808,3170,4397,13,2925
310,12726,3275,13,166
7717,1869,10908,13,894
3134,12079,131,1,2051
4710,4887,8315,13,84
5602,13453,10229,1,613
10116,1177,9589,1,891
7413,3827,2625,13,2539
8812,6154,9364,13,1083
10793,3915,496,4,376
9936,1532,9387,1,2791
7243,8023,3787,13,1148
1145,9612,11606,13,625
3340,1753,11570,0,1583
1405,12950,10821,10,662
10757,2887,8040,13,1456
1900,11304,9421,9,2974
686,6202,11968,1,2535
6610,11578,9222,1,815
7576,469,1472,13,625
4101,767,1374,9,1560
2272,13168,1824,1,2244
3925,8642,11968,1,1133
272,1210,2057,13,2535
1011,8733,5549,0,2479
10921,8425,10420,1,2535
5838,3903,2141,1,3030
7496,12720,10166,1,2535
9818,689,7307,13,1616
4909,5572,10193,1,2834
587,5282,64,13,903
3273,1650,2369,4,2270
272,2365,3395,4,2622
4809,1757,5741,13,2376
6466,12512,4483,13,813
5385,10230,7488,13,252
458,1256,4949,9,1508
5054,7098,11968,13,924
5808,3414,11968,13,2051
8255,976,10696,1,210
7596,14726,11798,1,813
4080,7908,9902,1,2969
11045,13676,5824,13,38
447,10622,8779,13,2432
7641,14277,10081,9,600
2742,6120,8218,9,367
7990,6066,8895,9,246
4376,6559,4358,0,2647
1919,14000,7409,1,625
3298,1729,7668,13,1049
7012,9166,4383,4,2482
7457,4133,2868,13,624
7962,8598,270,13,1030
7025,7811,5824,13,38
2504,69,10572,1,1211
7797,2101,4532,13,125
5909,2522,596,13,2535
2000,3046,10923,9,210
272,13332,1107,9,1793
1303,209,11968,13,2160
7094,12199,11968,4,1750
1095,2449,5553,13,1216
1977,7457,6333,13,2707
10199,8801,11968,13,576
2919,7003,6473,13,3089
4340,3461,1393,13,625
6309,12598,9052,9,2343
4814,2168,1914,1,1564
6043,4057,5715,7,2497
866,14723,11794,1,813
8602,11766,7970,13,1560
6639,11106,4191,4,372
9716,9736,285,1,1199
2115,12509,4139,13,1273
4319,3153,6429,13,2535
2304,13807,909,1,2535
8814,6311,5695,13,179
10242,10245,6184,13,138
8205,5477,703,13,954
4574,11183,2466,1,2853
1892,12249,8016,1,2526
8334,4180,6017,1,1564
5167,13203,11360,5,625
6711,2480,6822,13,2679
310,3696,4147,1,1083
965,1931,4061,10,2986
933,6506,11968,13,413
1457,5199,11968,13,2148
4629,5023,2646,1,873
2633,2024,7933,13,2535
587,11744,9930,1,1083
79,2278,11621,9,368
6026,30,8047,1,2051
10712,3299,9259,1,1703
10191,5921,2351,1,1764
10854,11194,3408,13,1799
7407,12446,7783,9,216
4637,6217,9789,13,327
206,14248,520,4,436
9534,14363,10119,13,2957
3846,12076,858,7,1763
1932,8772,1263,1,216
2178,9228,6691,9,2822
7583,13052,4362,13,2650
775,11531,614,13,625
2093,4571,298,13,1899
4683,1744,9822,0,1583
1779,11921,9467,7,1083
4523,14251,3474,1,625
7154,11693,2228,4,2687
2756,7309,10091,13,1083
6906,14285,5321,13,814
10790,11897,5824,13,38
8514,13733,9440,9,2954
721,7445,11867,13,1228
9419,6679,2717,1,7
895,2035,11836,13,1564
9207,13508,8122,1,1083
6661,5523,764,13,793
699,7477,10756,13,2875
6817,7616,11968,1,2123
5929,7650,2211,1,1564
6467,8888,6291,9,891
10921,12532,7424,9,558
7193,2158,1255,1,2818
3933,6046,7579,5,958
5307,1266,4947,1,621
10209,5822,6907,1,2535
7607,7588,7066,13,625
9230,13014,4057,9,813
9057,3576,3400,1,2837
5430,12941,4212,13,820
1953,173,390,13,1871
5643,8803,9377,1,1807
263,3294,6458,1,1703
575,13253,11381,1,60
2371,7522,11968,13,2526
629,3151,607,4,1564
3304,6434,1653,4,1787
7598,13214,11352,1,67
8382,5490,2639,1,1511
722,1191,11968,13,99
2258,912,7339,13,746
3409,3614,7098,13,1407
8175,6542,11968,13,2051
4934,9028,645,0,3040
310,8853,11594,1,260
4539,3683,7946,13,2301
9275,2491,9579,13,2079
4581,736,3291,1,2853
10479,9528,11968,13,210
10403,7605,10879,1,954
9200,9115,9167,1,620
5697,508,5065,1,1249
10979,8135,11968,9,2788
9129,2097,11968,13,625
5608,5302,2641,13,1672
9902,9432,11558,9,828
6832,2007,9786,13,1899
4645,1996,7343,13,813
1166,1088,8732,13,2934
7608,7589,10530,9,38
1075,9215,4179,13,1564
10298,2217,544,4,1248
1650,4991,81,13,1849
3795,13128,1873,13,216
8901,3884,7917,13,746
933,6505,11968,13,375
9739,305,11968,13,1899
8202,4153,1094,1,2669
984,4807,496,4,452
8886,6812,8587,9,805
9695,9092,11968,13,933
3858,12642,1512,13,2853
7395,5578,11422,13,1501
9575,10467,1955,13,307
9307,5718,2760,1,2222
5167,1964,971,9,1607
8514,480,11968,13,166
4043,5389,11968,13,3105
4575,5061,356,1,1458
4161,4537,11158,13,625
5139,6127,11968,1,1248
10623,9605,8857,1,1487
7504,607,3930,13,539
6351,6829,6041,13,805
5964,6708,4886,13,1899
10647,2964,162,1,2967
9518,8725,11968,13,256
7118,10357,6614,1,1526
844,10934,10919,13,58
4320,1304,8586,5,290
6200,13528,10607,1,600
8156,8882,11968,13,1485
544,13468,10264,9,625
6120,6715,11710,9,1518
9921,13705,11703,9,2462
511,2991,1835,13,2379
962,588,8897,1,916
587,12731,8599,13,278
8395,4001,11968,13,2535
5861,8206,7141,1,1083
3784,2820,7164,1,2736
5208,8079,3712,1,1189
9563,13356,10700,13,1855
450,1548,9695,13,1487
9129,14083,2264,1,1899
893,1953,1277,13,2834
10917,5248,566,13,568
11070,9119,7355,13,2730
4614,2224,2419,13,2422
3169,10748,7925,5,3081
8586,13645,1330,13,2535
8408,861,62,1,1451
5604,14386,2985,1,1703
10108,10159,6935,13,1679
8307,12041,8962,13,2529
8514,5096,3764,13,2858
7716,9034,2504,9,911
8717,9080,11519,1,788
4457,13319,2372,13,2600
596,4398,6863,1,1508
2784,13888,10583,1,2687
450,1707,7962,13,2579
10608,9139,6362,13,1564
1363,11937,2596,13,2377
6595,14801,11968,13,1161
10970,6494,8473,13,691
6114,12098,6057,1,788
11181,830,5101,9,625
1481,2736,11968,13,38
7001,7808,11968,13,1487
2854,1472,11968,13,2469
7107,12038,7826,13,2129
7132,4898,8324,13,0
4457,13319,2372,13,2937
7891,7863,11968,13,1756
2432,832,11968,13,3048
68,11133,10144,4,2276
2121,597,2584,13,2850
7888,5530,11572,13,2535
4457,13319,2372,13,2037
7889,4297,11968,4,1800
1486,14554,11557,13,21
2432,832,11968,13,2358
10462,13095,4444,8,1405
7783,8406,6939,13,2210
7212,13348,6085,7,2528
6759,7244,7960,13,1513
2427,714,11968,9,2092
7889,4297,11968,13,2607
11142,11165,5654,4,1248
2121,597,2584,13,1633
2445,5056,112,13,1807
7105,13025,11882,4,1799
